chain,start,end,duration_d,max_rb_move,brd_chg,disp_chg,classification,in_conc_at_end,state_end_plus7,state_end_plus30,subperiod
Ethereum,2021-02-06 23:59:59,2021-02-24 23:59:59,19,,0.078,0.78689,OFFSET_EXPANSION_CONTRACTION,False,LARGE_ALT_ROTATION,MID_CAP_ROTATION,2020-2021
Ethereum,2021-03-04 23:59:59,2021-03-08 23:59:59,5,,0.0,-0.14202,OFFSET_EXPANSION_CONTRACTION,False,MID_CAP_ROTATION,BROAD_RISK_EXPANSION,2020-2021
Ethereum,2021-03-09 23:59:59,2021-03-25 23:59:59,17,,-0.128,0.02733,OFFSET_EXPANSION_CONTRACTION,False,BROAD_RISK_EXPANSION,ETH_BROADENING,2020-2021
Ethereum,2021-03-31 23:59:59,2021-04-23 23:59:59,24,,-0.216,-0.79911,OFFSET_EXPANSION_CONTRACTION,False,ETH_BROADENING,STABLECOIN_PARKING,2020-2021
Ethereum,2021-04-28 23:59:59,2021-05-15 23:59:59,18,,-0.22,-0.08969,OFFSET_EXPANSION_CONTRACTION,False,STABLECOIN_PARKING,STABLECOIN_PARKING,2020-2021
Ethereum,2021-06-02 23:59:59,2021-06-08 23:59:59,7,,-0.014,-0.05686,OFFSET_EXPANSION_CONTRACTION,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-06-09 23:59:59,2021-06-11 23:59:59,3,,0.004,0.0019,TRUE_STALL,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-07-02 23:59:59,2021-07-08 23:59:59,7,,0.076,0.15069,OFFSET_EXPANSION_CONTRACTION,True,STABLECOIN_PARKING,BTC_CONCENTRATION,2020-2021
Ethereum,2021-07-09 23:59:59,2021-07-13 23:59:59,5,,0.042,0.0326,OFFSET_EXPANSION_CONTRACTION,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-07-24 23:59:59,2021-08-03 23:59:59,11,,0.142,-0.31249,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,2020-2021
Ethereum,2021-08-04 23:59:59,2021-08-19 23:59:59,16,,0.218,0.49771,OFFSET_EXPANSION_CONTRACTION,True,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-08-20 23:59:59,2021-08-31 23:59:59,12,,-0.04,-0.24168,OFFSET_EXPANSION_CONTRACTION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-09-02 23:59:59,2021-09-09 23:59:59,8,,-0.152,0.0424,OFFSET_EXPANSION_CONTRACTION,False,ETH_BROADENING,BTC_CONCENTRATION,2020-2021
Ethereum,2021-09-16 23:59:59,2021-09-21 23:59:59,6,,-0.412,-0.16725,OFFSET_EXPANSION_CONTRACTION,False,STABLECOIN_PARKING,BTC_CONCENTRATION,2020-2021
Ethereum,2021-10-03 23:59:59,2021-10-05 23:59:59,3,,0.008,-0.01282,OFFSET_EXPANSION_CONTRACTION,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-10-06 23:59:59,2021-10-14 23:59:59,9,,0.182,-0.01797,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,ETH_BROADENING,2020-2021
Ethereum,2021-10-15 23:59:59,2021-10-29 23:59:59,15,,0.456,0.35813,OFFSET_EXPANSION_CONTRACTION,True,MID_CAP_ROTATION,ETH_BROADENING,2020-2021
Ethereum,2021-10-30 23:59:59,2021-11-01 23:59:59,3,,-0.106,-0.00824,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,2020-2021
Ethereum,2021-11-04 23:59:59,2021-11-17 23:59:59,14,,-0.13,0.35866,OFFSET_EXPANSION_CONTRACTION,False,ETH_BROADENING,STABLECOIN_PARKING,2020-2021
Ethereum,2021-11-25 23:59:59,2021-11-28 23:59:59,4,,-0.028,-0.17643,OFFSET_EXPANSION_CONTRACTION,False,STABLECOIN_PARKING,STABLECOIN_PARKING,2020-2021
Ethereum,2021-12-01 23:59:59,2021-12-04 23:59:59,4,,-0.206,-0.34847,OFFSET_EXPANSION_CONTRACTION,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-12-24 23:59:59,2021-12-27 23:59:59,4,,0.024,-0.00426,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2021-12-28 23:59:59,2021-12-30 23:59:59,3,,0.0,0.02118,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2020-2021
Ethereum,2022-02-05 23:59:59,2022-02-14 23:59:59,10,,0.0,,TRUE_STALL,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-03-02 23:59:59,2022-03-06 23:59:59,5,,-0.262,-0.07507,OFFSET_EXPANSION_CONTRACTION,True,STABLECOIN_PARKING,BROAD_RISK_EXPANSION,2022
Ethereum,2022-03-17 23:59:59,2022-03-28 23:59:59,12,,0.644,0.10017,OFFSET_EXPANSION_CONTRACTION,True,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-03-30 23:59:59,2022-04-02 23:59:59,4,,0.018,0.0144,OFFSET_EXPANSION_CONTRACTION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-04-03 23:59:59,2022-04-07 23:59:59,5,,-0.016,0.03692,OFFSET_EXPANSION_CONTRACTION,False,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-04-20 23:59:59,2022-04-22 23:59:59,3,,-0.208,-0.02466,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,2022
Ethereum,2022-06-27 23:59:59,2022-06-30 23:59:59,4,,-0.07,0.00659,OFFSET_EXPANSION_CONTRACTION,False,CAPITAL_EXIT,ETH_BROADENING,2022
Ethereum,2022-07-07 23:59:59,2022-07-13 23:59:59,7,,0.398,0.06473,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,BROAD_RISK_EXPANSION,2022
Ethereum,2022-07-21 23:59:59,2022-07-27 23:59:59,7,,-0.108,-0.06572,OFFSET_EXPANSION_CONTRACTION,False,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-07-29 23:59:59,2022-08-01 23:59:59,4,,0.04,0.0182,OFFSET_EXPANSION_CONTRACTION,False,BROAD_RISK_EXPANSION,NARROW_LEADERSHIP,2022
Ethereum,2022-08-02 23:59:59,2022-08-05 23:59:59,4,,0.008,0.00247,TRUE_STALL,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-08-08 23:59:59,2022-08-17 23:59:59,10,,-0.184,0.03742,OFFSET_EXPANSION_CONTRACTION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-09-11 23:59:59,2022-09-14 23:59:59,4,,0.004,-0.28612,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-09-24 23:59:59,2022-09-26 23:59:59,3,,0.074,0.13513,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2022
Ethereum,2022-09-27 23:59:59,2022-09-29 23:59:59,3,,-0.042,-0.01812,OFFSET_EXPANSION_CONTRACTION,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-10-01 23:59:59,2022-10-04 23:59:59,4,,0.066,0.2175,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,2022
Ethereum,2022-10-06 23:59:59,2022-10-08 23:59:59,3,,-0.148,-0.00375,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-12-04 23:59:59,2022-12-09 23:59:59,6,,0.578,0.05616,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2022
Ethereum,2022-12-14 23:59:59,2022-12-17 23:59:59,4,,-0.246,0.04415,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,ETH_BROADENING,2022
Ethereum,2023-01-07 23:59:59,2023-02-01 23:59:59,26,,0.73,0.387,OFFSET_EXPANSION_CONTRACTION,True,BROAD_RISK_EXPANSION,MID_CAP_ROTATION,2023
Ethereum,2023-02-02 23:59:59,2023-02-07 23:59:59,6,,-0.03,0.13768,OFFSET_EXPANSION_CONTRACTION,False,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-02-08 23:59:59,2023-02-10 23:59:59,3,,-0.008,-0.10729,OFFSET_EXPANSION_CONTRACTION,False,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,2023
Ethereum,2023-02-17 23:59:59,2023-02-22 23:59:59,6,,-0.122,0.10161,OFFSET_EXPANSION_CONTRACTION,False,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,2023
Ethereum,2023-03-03 23:59:59,2023-03-05 23:59:59,3,,-0.118,-0.00966,OFFSET_EXPANSION_CONTRACTION,False,BTC_CONCENTRATION,BTC_CONCENTRATION,2023
Ethereum,2023-03-18 23:59:59,2023-03-26 23:59:59,9,,-0.096,-0.04503,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,BTC_CONCENTRATION,2023
Ethereum,2023-04-10 23:59:59,2023-04-12 23:59:59,3,,-0.228,-0.05056,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-05-07 23:59:59,2023-05-10 23:59:59,4,,-0.086,-0.01815,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-05-23 23:59:59,2023-05-26 23:59:59,4,,-0.024,0.00703,OFFSET_EXPANSION_CONTRACTION,False,NARROW_LEADERSHIP,BTC_CONCENTRATION,2023
Ethereum,2023-05-28 23:59:59,2023-06-02 23:59:59,5,,0.012,-0.05487,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-06-26 23:59:59,2023-06-30 23:59:59,5,,-0.198,,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-07-02 23:59:59,2023-07-06 23:59:59,5,,-0.004,2.42386,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-07-18 23:59:59,2023-07-20 23:59:59,3,,-0.09,-0.80945,OFFSET_EXPANSION_CONTRACTION,False,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-08-11 23:59:59,2023-08-14 23:59:59,4,,-0.086,-0.0061,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-08-15 23:59:59,2023-08-18 23:59:59,4,,-0.072,0.46011,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2023
Ethereum,2023-08-30 23:59:59,2023-09-02 23:59:59,3,,-0.03,0.01171,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2023
Ethereum,2023-10-03 23:59:59,2023-10-07 23:59:59,5,,-0.136,0.14707,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,MID_CAP_ROTATION,2023
Ethereum,2023-10-27 23:59:59,2023-11-17 23:59:59,20,,0.098,1.05009,OFFSET_EXPANSION_CONTRACTION,True,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,2023
Ethereum,2023-11-24 23:59:59,2023-11-29 23:59:59,6,,-0.07,0.03709,OFFSET_EXPANSION_CONTRACTION,False,BTC_CONCENTRATION,LARGE_ALT_ROTATION,2023
Ethereum,2023-12-03 23:59:59,2023-12-13 23:59:59,9,,-0.054,-0.12051,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,ETH_BROADENING,2023
Ethereum,2023-12-20 23:59:59,2023-12-23 23:59:59,4,,-0.676,,OFFSET_EXPANSION_CONTRACTION,True,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-12-24 23:59:59,2023-12-31 23:59:59,7,,-0.014,-0.11276,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,
Ethereum,2024-01-06 23:59:59,2024-01-09 23:59:59,3,,-0.092,0.15624,OFFSET_EXPANSION_CONTRACTION,True,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-02-05 23:59:59,2024-03-17 23:59:59,42,,0.502,0.49665,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-03-27 23:59:59,2024-04-03 23:59:59,8,,-0.358,-0.18025,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-04-10 23:59:59,2024-04-14 23:59:59,5,,-0.112,0.02636,OFFSET_EXPANSION_CONTRACTION,False,BTC_CONCENTRATION,BTC_CONCENTRATION,2024
Ethereum,2024-04-22 23:59:59,2024-04-30 23:59:59,9,,-0.12,-0.41775,OFFSET_EXPANSION_CONTRACTION,True,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-05-09 23:59:59,2024-05-12 23:59:59,4,,0.068,0.02002,OFFSET_EXPANSION_CONTRACTION,False,BTC_CONCENTRATION,BTC_CONCENTRATION,2024
Ethereum,2024-05-19 23:59:59,2024-05-31 23:59:59,13,,0.288,0.08954,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-06-01 23:59:59,2024-06-04 23:59:59,4,,-0.088,-0.0317,OFFSET_EXPANSION_CONTRACTION,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-07-14 23:59:59,2024-07-26 23:59:59,13,,0.312,0.0188,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,STABLECOIN_PARKING,2024
Ethereum,2024-08-20 23:59:59,2024-08-22 23:59:59,3,,0.076,-0.01895,OFFSET_EXPANSION_CONTRACTION,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-09-15 23:59:59,2024-09-18 23:59:59,4,,-0.002,-0.00043,TRUE_STALL,True,LARGE_ALT_ROTATION,BTC_CONCENTRATION,2024
Ethereum,2024-10-13 23:59:59,2024-10-16 23:59:59,4,,0.172,0.05258,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-10-17 23:59:59,2024-10-21 23:59:59,5,,-0.176,-0.04827,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,BTC_CONCENTRATION,2024
Ethereum,2024-11-08 23:59:59,2024-11-10 23:59:59,3,,0.044,0.02039,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,2024
Ethereum,2024-11-11 23:59:59,2024-11-14 23:59:59,4,,-0.262,0.09036,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,BROAD_RISK_EXPANSION,2024
Ethereum,2024-11-23 23:59:59,2024-11-25 23:59:59,3,,0.076,0.01198,OFFSET_EXPANSION_CONTRACTION,True,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-12-05 23:59:59,2024-12-13 23:59:59,9,,0.01,-0.81932,OFFSET_EXPANSION_CONTRACTION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2025-01-06 23:59:59,2025-01-10 23:59:59,5,,-0.048,-0.15528,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2025-2026
Ethereum,2025-01-27 23:59:59,2025-01-29 23:59:59,3,,0.008,-0.09429,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,2025-2026
Ethereum,2025-02-14 23:59:59,2025-02-18 23:59:59,5,,0.05,0.09984,OFFSET_EXPANSION_CONTRACTION,False,STABLECOIN_PARKING,STABLECOIN_PARKING,2025-2026
Ethereum,2025-02-19 23:59:59,2025-02-21 23:59:59,3,,-0.022,-0.05962,OFFSET_EXPANSION_CONTRACTION,False,STABLECOIN_PARKING,STABLECOIN_PARKING,2025-2026
Ethereum,2025-03-19 23:59:59,2025-03-31 23:59:59,13,,0.038,0.00943,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2025-2026
Ethereum,2025-04-25 23:59:59,2025-04-27 23:59:59,3,,0.082,0.0424,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-04-30 23:59:59,2025-05-04 23:59:59,5,,0.08,0.00274,OFFSET_EXPANSION_CONTRACTION,True,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,2025-2026
Ethereum,2025-05-05 23:59:59,2025-05-08 23:59:59,4,,0.25,0.1471,OFFSET_EXPANSION_CONTRACTION,True,ETH_BROADENING,BTC_CONCENTRATION,2025-2026
Ethereum,2025-05-14 23:59:59,2025-05-16 23:59:59,3,,-0.018,-0.04294,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-05-17 23:59:59,2025-05-19 23:59:59,3,,-0.006,0.03519,OFFSET_EXPANSION_CONTRACTION,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-05-23 23:59:59,2025-05-25 23:59:59,3,,-0.08,0.02066,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-05-27 23:59:59,2025-05-30 23:59:59,4,,-0.364,0.01487,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2025-2026
Ethereum,2025-06-12 23:59:59,2025-06-16 23:59:59,5,,0.076,-0.01426,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,2025-2026
Ethereum,2025-07-01 23:59:59,2025-07-03 23:59:59,3,,0.002,-0.01189,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,NARROW_LEADERSHIP,2025-2026
Ethereum,2025-07-12 23:59:59,2025-07-25 23:59:59,14,,0.25,0.14381,OFFSET_EXPANSION_CONTRACTION,True,ETH_BROADENING,NARROW_LEADERSHIP,2025-2026
Ethereum,2025-07-26 23:59:59,2025-07-30 23:59:59,5,,-0.01,-0.06203,OFFSET_EXPANSION_CONTRACTION,False,ETH_BROADENING,ETH_BROADENING,2025-2026
Ethereum,2025-07-31 23:59:59,2025-08-03 23:59:59,4,,-0.134,-0.01246,OFFSET_EXPANSION_CONTRACTION,False,BROAD_RISK_EXPANSION,ETH_BROADENING,2025-2026
Ethereum,2025-08-09 23:59:59,2025-08-12 23:59:59,4,,-0.118,-0.02685,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,2025-2026
Ethereum,2025-08-14 23:59:59,2025-08-16 23:59:59,3,,-0.03,-0.02068,OFFSET_EXPANSION_CONTRACTION,False,ETH_BROADENING,NARROW_LEADERSHIP,2025-2026
Ethereum,2025-08-26 23:59:59,2025-08-28 23:59:59,3,,0.128,-0.00123,OFFSET_EXPANSION_CONTRACTION,False,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-09-09 23:59:59,2025-09-12 23:59:59,4,,-0.004,-0.04408,OFFSET_EXPANSION_CONTRACTION,False,NARROW_LEADERSHIP,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-09-13 23:59:59,2025-09-21 23:59:59,9,,-0.294,0.05438,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-10-03 23:59:59,2025-10-11 23:59:59,9,,-0.312,-0.00986,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,LARGE_ALT_ROTATION,2025-2026
Ethereum,2025-10-26 23:59:59,2025-10-31 23:59:59,6,,-0.08,-0.0961,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-11-29 23:59:59,2025-12-01 23:59:59,3,,-0.04,0.02378,OFFSET_EXPANSION_CONTRACTION,False,STABLECOIN_PARKING,BTC_CONCENTRATION,2025-2026
Ethereum,2025-12-08 23:59:59,2025-12-17 23:59:59,10,,0.004,0.08821,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,2025-2026
Ethereum,2026-01-03 23:59:59,2026-01-11 23:59:59,9,,0.23,0.01862,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,2025-2026
Ethereum,2026-02-14 23:59:59,2026-02-16 23:59:59,3,,-0.02,0.02141,OFFSET_EXPANSION_CONTRACTION,False,CAPITAL_EXIT,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2026-04-12 23:59:59,2026-04-14 23:59:59,3,,0.046,1.66005,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,MID_CAP_ROTATION,2025-2026
Ethereum,2026-04-15 23:59:59,2026-04-20 23:59:59,6,,0.234,-1.35672,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,BTC_CONCENTRATION,2025-2026
Ethereum,2026-05-03 23:59:59,2026-05-05 23:59:59,3,,0.034,0.04114,OFFSET_EXPANSION_CONTRACTION,True,MID_CAP_ROTATION,LARGE_ALT_ROTATION,2025-2026
Ethereum,2026-05-06 23:59:59,2026-05-11 23:59:59,6,,-0.01,-0.28118,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,CAPITAL_EXIT,2025-2026
Ethereum,2026-05-12 23:59:59,2026-05-14 23:59:59,3,,-0.09,0.12812,OFFSET_EXPANSION_CONTRACTION,False,BTC_CONCENTRATION,LARGE_ALT_ROTATION,2025-2026
Solana,2021-03-29 23:59:59,2021-04-01 23:59:59,4,,0.0,0.30815,OFFSET_EXPANSION_CONTRACTION,False,BROAD_RISK_EXPANSION,ETH_BROADENING,2020-2021
Solana,2021-04-15 23:59:59,2021-04-21 23:59:59,7,,-0.218,0.36157,OFFSET_EXPANSION_CONTRACTION,False,ETH_BROADENING,STABLECOIN_PARKING,2020-2021
Solana,2021-05-03 23:59:59,2021-05-11 23:59:59,9,,-0.146,0.04436,OFFSET_EXPANSION_CONTRACTION,False,STABLECOIN_PARKING,STABLECOIN_PARKING,2020-2021
Solana,2021-05-12 23:59:59,2021-05-14 23:59:59,3,,0.02,-0.0047,OFFSET_EXPANSION_CONTRACTION,False,STABLECOIN_PARKING,STABLECOIN_PARKING,2020-2021
Solana,2021-07-04 23:59:59,2021-07-07 23:59:59,4,,0.098,0.0567,OFFSET_EXPANSION_CONTRACTION,True,STABLECOIN_PARKING,BTC_CONCENTRATION,2020-2021
Solana,2021-07-27 23:59:59,2021-07-31 23:59:59,5,,0.102,-0.16359,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,2020-2021
Solana,2021-08-07 23:59:59,2021-08-10 23:59:59,4,,0.004,-0.03437,OFFSET_EXPANSION_CONTRACTION,True,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,2020-2021
Solana,2021-08-19 23:59:59,2021-08-28 23:59:59,10,,-0.012,-0.28311,OFFSET_EXPANSION_CONTRACTION,False,BROAD_RISK_EXPANSION,STABLECOIN_PARKING,2020-2021
Solana,2021-08-31 23:59:59,2021-09-03 23:59:59,4,,0.01,0.04243,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2020-2021
Solana,2021-09-04 23:59:59,2021-09-06 23:59:59,3,,-0.022,-0.00724,OFFSET_EXPANSION_CONTRACTION,False,ETH_BROADENING,BTC_CONCENTRATION,2020-2021
Solana,2021-09-15 23:59:59,2021-09-20 23:59:59,6,,-0.308,-0.13859,OFFSET_EXPANSION_CONTRACTION,False,STABLECOIN_PARKING,BTC_CONCENTRATION,2020-2021
Solana,2021-09-30 23:59:59,2021-10-02 23:59:59,3,,0.026,-0.01762,OFFSET_EXPANSION_CONTRACTION,False,BTC_CONCENTRATION,BTC_CONCENTRATION,2020-2021
Solana,2021-10-06 23:59:59,2021-10-09 23:59:59,4,,0.168,0.0021,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2020-2021
Solana,2021-10-14 23:59:59,2021-10-20 23:59:59,7,,0.364,0.07291,OFFSET_EXPANSION_CONTRACTION,True,BTC_CONCENTRATION,ETH_BROADENING,2020-2021
Solana,2021-10-27 23:59:59,2021-10-29 23:59:59,3,,0.088,0.0517,OFFSET_EXPANSION_CONTRACTION,True,MID_CAP_ROTATION,ETH_BROADENING,2020-2021
Solana,2021-10-30 23:59:59,2021-11-01 23:59:59,3,,-0.106,-0.00824,OFFSET_EXPANSION_CONTRACTION,True,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,2020-2021
Solana,2021-11-10 23:59:59,2021-11-12 23:59:59,3,,-0.014,-0.07785,OFFSET_EXPANSION_CONTRACTION,False,ETH_BROADENING,STABLECOIN_PARKING,2020-2021
Solana,2021-12-19 23:59:59,2021-12-24 23:59:59,6,,0.024,-0.01732,OFFSET_EXPANSION_CONTRACTION,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2020-2021
Solana,2021-12-26 23:59:59,2021-12-30 23:59:59,5,,-0.092,0.00738,OFFSET_EXPANSION_CONTRACTION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2020-2021
Solana,2022-02-06 23:59:59,2022-02-09 23:59:59,4,,0.0,,TRUE_STALL,False,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,2022
Solana,2022-03-02 23:59:59,2022-03-05 23:59:59,4,,-0.148,-0.14711,OFFSET_EXPANSION_CONTRACTION,True,STABLECOIN_PARKING,BROAD_RISK_EXPANSION,2022
